,期数,红球_1,红球_2,红球_3,红球_4,红球_5,红球_6,蓝球
2835,05036,12,19,20,21,26,31,15
2836,05035,12,16,21,28,29,30,14
2837,05034,05,17,18,25,28,32,09
2838,05033,07,08,12,14,19,20,07
2839,05032,05,15,19,20,25,29,03
2840,05031,04,10,16,20,23,32,07
2841,05030,01,05,09,14,22,28,05
2842,05029,02,14,21,22,27,30,14
2843,05028,04,09,22,25,26,32,10
2844,05027,01,03,04,06,21,32,15
2845,05026,06,12,14,20,25,26,07
2846,05025,01,07,10,11,13,32,07
2847,05024,05,09,14,27,31,32,13
2848,05023,10,15,19,20,21,25,12
2849,05022,08,10,12,21,32,33,04
2850,05021,02,06,24,26,30,31,16
2851,05020,14,16,19,20,25,29,05
2852,05019,06,11,12,13,19,22,08
2853,05018,01,03,06,22,23,25,06
2854,05017,02,06,10,25,27,31,03
2855,05016,01,05,06,12,16,30,15
2856,05015,04,08,09,16,17,29,15
2857,05014,13,19,21,23,30,32,05
2858,05013,07,08,16,19,20,24,06
2859,05012,02,03,06,16,22,31,05
2860,05011,09,11,13,15,22,30,15
2861,05010,08,10,11,18,25,26,01
2862,05009,02,17,22,27,29,31,14
2863,05008,11,19,22,27,32,33,11
2864,05007,07,15,17,20,23,33,15
2865,05006,02,04,05,15,21,31,16
2866,05005,05,09,20,26,28,33,15
2867,05004,01,04,08,09,22,23,03
2868,05003,09,12,15,19,22,31,16
2869,05002,06,09,20,26,28,33,14
2870,05001,01,07,08,23,27,28,14
2871,04122,03,11,14,22,24,31,15
2872,04121,07,13,16,18,30,32,10
2873,04120,07,08,18,21,27,32,10
2874,04119,06,09,18,20,25,33,06
2875,04118,03,04,07,12,30,31,15
2876,04117,01,03,07,14,24,25,07
2877,04116,01,03,05,08,14,33,03
2878,04115,02,16,20,30,31,33,01
2879,04114,01,06,09,17,21,22,01
2880,04113,08,10,23,25,31,32,07
2881,04112,09,13,15,21,26,33,06
2882,04111,11,16,18,20,26,31,02
2883,04110,14,19,20,21,22,31,11
2884,04109,06,08,10,17,30,31,14
2885,04108,08,13,14,27,28,31,12
2886,04107,01,08,12,13,18,20,07
2887,04106,10,15,23,26,28,29,12
2888,04105,07,09,10,21,23,30,12
2889,04104,07,11,17,18,24,29,05
2890,04103,02,03,05,09,16,21,02
2891,04102,03,09,12,15,28,32,01
2892,04101,02,09,14,19,25,26,15
2893,04100,06,08,09,14,24,33,15
2894,04099,05,10,21,22,26,33,02
2895,04098,03,12,13,25,26,31,03
2896,04097,10,19,20,26,29,31,14
2897,04096,01,04,12,16,20,30,15
2898,04095,19,22,27,28,30,32,01
2899,04094,05,09,10,13,24,25,08
2900,04093,11,14,20,27,32,33,05
2901,04092,01,04,08,13,28,31,02
2902,04091,09,13,14,21,30,33,01
2903,04090,01,18,20,24,32,33,12
2904,04089,14,17,20,25,28,30,14
2905,04088,02,10,19,22,24,32,14
2906,04087,01,03,07,08,25,26,14
2907,04086,10,13,18,19,25,27,01
2908,04085,03,08,11,29,30,32,01
2909,04084,01,04,08,11,21,25,14
2910,04083,14,16,27,28,30,33,06
2911,04082,03,20,24,27,29,30,15
2912,04081,03,05,21,24,27,32,06
2913,04080,03,08,20,23,24,26,16
2914,04079,07,13,14,17,19,30,03
2915,04078,04,05,10,21,24,26,05
2916,04077,08,09,10,14,16,26,07
2917,04076,03,05,13,17,25,31,07
2918,04075,07,18,21,26,27,28,07
2919,04074,05,06,15,19,26,29,13
2920,04073,02,07,13,16,23,28,16
2921,04072,08,15,18,28,30,33,14
2922,04071,03,08,16,17,21,29,06
2923,04070,10,12,21,22,30,33,06
2924,04069,02,11,15,20,22,29,05
2925,04068,02,08,11,13,24,31,15
2926,04067,01,06,07,13,16,32,04
2927,04066,05,13,20,23,24,25,03
2928,04065,13,14,27,29,32,33,08
2929,04064,14,15,18,20,27,31,04
2930,04063,07,10,13,16,27,28,07
2931,04062,01,12,25,27,28,29,13
2932,04061,13,16,19,20,23,33,09
2933,04060,03,05,11,24,27,28,15
2934,04059,04,07,11,19,23,26,10
2935,04058,01,08,11,12,27,31,12
2936,04057,05,21,23,25,28,32,04
2937,04056,01,20,21,25,29,30,02
2938,04055,06,08,19,25,29,32,07
2939,04054,09,11,14,16,27,28,11
2940,04053,02,03,04,09,24,25,02
2941,04052,01,12,14,15,17,29,09
2942,04051,02,03,09,10,15,29,11
2943,04050,06,07,19,21,25,29,02
2944,04049,11,12,14,16,25,29,09
2945,04048,08,09,11,16,17,29,09
2946,04047,01,07,08,11,27,31,06
2947,04046,07,15,16,22,23,32,14
2948,04045,01,12,18,26,27,28,13
2949,04044,02,06,07,12,31,32,05
2950,04043,04,09,10,21,22,24,10
2951,04042,06,10,13,17,18,21,02
2952,04041,08,10,17,22,25,29,14
2953,04040,07,17,19,20,21,29,11
2954,04039,10,16,18,25,26,29,03
2955,04038,11,16,17,25,28,29,07
2956,04037,03,04,11,17,20,26,05
2957,04036,02,13,17,18,26,30,01
2958,04035,02,08,26,27,30,32,16
2959,04034,02,07,13,20,27,30,14
2960,04033,01,04,08,09,19,20,01
2961,04032,02,05,08,11,15,31,13
2962,04031,03,06,19,20,21,24,11
2963,04030,01,07,09,17,26,31,05
2964,04029,09,13,20,22,24,32,05
2965,04028,01,02,03,05,10,22,12
2966,04027,01,05,09,10,18,32,11
2967,04026,04,10,14,18,28,32,15
2968,04025,07,08,10,24,29,33,04
2969,04024,01,13,21,23,25,32,06
2970,04023,01,08,14,17,19,30,03
2971,04022,03,10,14,19,20,30,06
2972,04021,05,09,11,17,26,27,10
2973,04020,01,02,09,22,28,31,04
2974,04019,05,10,11,23,24,32,04
2975,04018,02,05,06,08,28,30,06
2976,04017,05,12,14,15,25,31,09
2977,04016,04,07,08,28,30,32,05
2978,04015,01,03,05,18,22,23,13
2979,04014,03,07,11,17,20,26,12
2980,04013,12,14,21,29,30,32,13
2981,04012,01,07,27,30,31,33,08
2982,04011,01,04,13,23,28,30,03
2983,04010,06,07,08,13,14,19,15
2984,04009,01,09,10,16,22,24,11
2985,04008,01,07,10,22,32,33,13
2986,04007,04,12,17,20,25,28,09
2987,04006,04,12,18,20,23,32,06
2988,04005,09,11,13,16,17,18,07
2989,04004,10,19,22,23,25,29,09
2990,04003,03,05,06,17,26,33,08
2991,04002,10,12,18,22,30,31,11
2992,04001,01,02,03,07,10,25,07
2993,03089,18,19,21,26,27,33,16
2994,03088,03,10,21,22,24,33,12
2995,03087,02,03,04,05,24,28,13
2996,03086,05,12,16,18,26,30,13
2997,03085,01,04,11,12,19,27,14
2998,03084,02,06,07,10,17,33,03
2999,03083,01,03,14,18,26,28,01
3000,03082,07,17,18,19,30,31,14
3001,03081,01,02,14,26,29,30,07
3002,03080,09,20,24,25,28,30,10
3003,03079,12,15,22,23,26,31,04
3004,03078,07,12,23,26,29,30,11
3005,03077,04,12,16,22,24,25,06
3006,03076,01,13,16,18,20,29,02
3007,03075,16,17,19,22,31,33,11
3008,03074,02,12,19,22,27,32,01
3009,03073,02,12,14,21,23,30,13
3010,03072,03,06,08,11,19,27,11
3011,03071,09,11,12,14,15,33,11
3012,03070,01,02,04,17,18,19,08
3013,03069,07,11,16,19,26,28,11
3014,03068,09,19,25,27,32,33,11
3015,03067,05,11,12,13,27,31,10
3016,03066,03,07,08,20,24,32,14
3017,03065,06,15,16,17,30,33,11
3018,03064,04,06,08,12,15,30,01
3019,03063,05,08,09,14,21,33,11
3020,03062,01,06,12,19,20,32,14
3021,03061,03,05,20,21,28,32,02
3022,03060,02,04,06,17,21,28,11
3023,03059,02,03,05,06,18,30,04
3024,03058,09,11,16,28,32,33,02
3025,03057,18,19,24,25,30,31,16
3026,03056,08,17,21,26,28,29,07
3027,03055,06,13,16,21,28,31,16
3028,03054,02,05,09,21,31,33,12
3029,03053,15,19,20,21,28,29,13
3030,03052,01,12,13,23,30,31,11
3031,03051,04,13,15,17,24,27,01
3032,03050,02,08,17,23,24,26,13
3033,03049,03,06,07,13,24,25,15
3034,03048,10,12,20,28,30,31,09
3035,03047,03,17,26,28,32,33,16
3036,03046,07,08,10,11,17,26,11
3037,03045,03,07,14,15,17,32,03
3038,03044,02,05,09,16,32,33,15
3039,03043,02,08,10,19,20,32,13
3040,03042,03,05,07,10,15,20,07
3041,03041,02,03,17,18,24,25,11
3042,03040,04,05,06,12,14,23,16
3043,03039,03,05,23,24,27,32,03
3044,03038,05,07,08,24,25,27,16
3045,03037,09,14,17,18,26,32,07
3046,03036,07,21,24,25,27,28,15
3047,03035,03,04,05,08,10,11,08
3048,03034,08,13,14,16,23,25,14
3049,03033,01,07,14,20,27,30,10
3050,03032,04,11,25,27,29,30,13
3051,03031,11,17,20,22,28,32,01
3052,03030,02,06,13,14,23,27,07
3053,03029,02,07,15,26,29,32,10
3054,03028,06,13,16,20,28,32,07
3055,03027,01,11,14,17,27,28,15
3056,03026,08,13,15,26,29,31,16
3057,03025,01,05,11,13,14,27,12
3058,03024,02,07,15,17,22,30,14
3059,03023,01,10,20,22,26,31,02
3060,03022,02,07,11,12,14,32,08
3061,03021,14,15,18,25,26,30,01
3062,03020,07,10,25,26,27,32,04
3063,03019,04,08,12,13,16,33,09
3064,03018,05,16,19,20,25,28,13
3065,03017,05,08,18,23,25,31,06
3066,03016,11,17,28,30,31,33,06
3067,03015,04,11,19,25,26,32,13
3068,03014,03,05,07,08,21,31,02
3069,03013,08,13,17,21,23,32,12
3070,03012,02,12,16,17,27,30,12
3071,03011,04,05,11,12,30,32,15
3072,03010,01,02,08,13,17,24,13
3073,03009,05,09,18,20,22,30,09
3074,03008,05,08,09,14,17,23,08
3075,03007,01,09,19,21,23,26,07
3076,03006,01,03,10,21,26,27,06
3077,03005,04,06,15,17,30,31,16
3078,03004,04,06,07,10,13,25,03
3079,03003,01,07,10,23,28,32,16
3080,03002,04,09,19,20,21,26,12
3081,03001,10,11,12,13,26,28,11
